Mod:Item:MetaData, Localized Name
minecraft:potion:16457, Взрывное Зелье силы
minecraft:potion:8234, Зелье замедления
minecraft:potion:8266, Зелье замедления
minecraft:potion:16426, Взрывное Зелье замедления
minecraft:potion:16458, Взрывное Зелье замедления
minecraft:potion:8268, Зелье вреда
minecraft:potion:8236, Зелье вреда
minecraft:potion:16460, Взрывное Зелье вреда
minecraft:potion:16428, Взрывное Зелье вреда
minecraft:potion:8237, Зелье подводного дыхания
minecraft:potion:8269, Зелье подводного дыхания
minecraft:potion:16429, Взрывное Зелье подводного дыхания
minecraft:potion:16461, Взрывное Зелье подводного дыхания
minecraft:potion:8238, Зелье невидимости
minecraft:potion:8270, Зелье невидимости
minecraft:potion:16430, Взрывное Зелье невидимости
minecraft:potion:16462, Взрывное Зелье невидимости
minecraft:glass_bottle, Пузырёк
minecraft:spider_eye, Паучий глаз
minecraft:fermented_spider_eye, Маринованный паучий глаз
minecraft:blaze_powder, Огненный порошок
minecraft:magma_cream, Сгусток магмы
minecraft:brewing_stand, Варочная стойка
minecraft:cauldron, Котёл
minecraft:ender_eye, Око Эндера
minecraft:speckled_melon, Сверкающий арбуз
minecraft:spawn_egg:50, Призвать существо - Крипер
minecraft:spawn_egg:51, Призвать существо - Скелет
minecraft:spawn_egg:52, Призвать существо - Паук
minecraft:spawn_egg:54, Призвать существо - Зомби
minecraft:spawn_egg:55, Призвать существо - Слизень
minecraft:spawn_egg:56, Призвать существо - Гаст
minecraft:spawn_egg:57, Призвать существо - Свинозомби
minecraft:spawn_egg:58, Призвать существо - Эндермен
minecraft:spawn_egg:59, Призвать существо - Пещерный паук
minecraft:spawn_egg:60, Призвать существо - Чешуйница
minecraft:spawn_egg:61, Призвать существо - Ифрит
minecraft:spawn_egg:62, Призвать существо - Адский слизень
minecraft:spawn_egg:65, Призвать существо - Летучая мышь
minecraft:spawn_egg:66, Призвать существо - Ведьма
minecraft:spawn_egg:90, Призвать существо - Свинья
minecraft:spawn_egg:91, Призвать существо - Овца
minecraft:spawn_egg:92, Призвать существо - Корова
minecraft:spawn_egg:93, Призвать существо - Курица
minecraft:spawn_egg:94, Призвать существо - Спрут
minecraft:spawn_egg:95, Призвать существо - Волк
minecraft:spawn_egg:96, Призвать существо - Мууухомор
minecraft:spawn_egg:98, Призвать существо - Оцелот
minecraft:spawn_egg:100, Призвать существо - Лошадь
minecraft:spawn_egg:120, Призвать существо - Житель
minecraft:spawn_egg:301, Призвать существо - Паук джунглей
minecraft:spawn_egg:302, Призвать существо - Розастер
minecraft:spawn_egg:303, Призвать существо - Капля
minecraft:spawn_egg:304, Призвать существо - Фантом
minecraft:spawn_egg:305, Призвать существо - Оса
minecraft:spawn_egg:306, Призвать существо - Птица
minecraft:spawn_egg:307, Призвать существо - Фея
minecraft:experience_bottle, Пузырёк опыта
minecraft:fire_charge, Огненный шар
minecraft:writable_book, Книга и перо
minecraft:written_book, Завершенная книга
minecraft:emerald, Изумруд
minecraft:item_frame, Рамка
minecraft:flower_pot, Цветочный горшок
minecraft:carrot, Морковь
minecraft:potato, Картофель
minecraft:baked_potato, Печёный картофель
minecraft:poisonous_potato, Ядовитый картофель
minecraft:map, Чистая карта
minecraft:golden_carrot, Золотая морковь
minecraft:skull:0, Череп
minecraft:skull:1, Череп Скелета-Иссушителя
minecraft:skull:2, Голова зомби
minecraft:skull:3, Голова
minecraft:skull:4, Голова крипера
minecraft:carrot_on_a_stick, Удочка с морковью
minecraft:nether_star, Адская звезда
minecraft:pumpkin_pie, Тыквенный пирог
minecraft:fireworks, Фейерверк
minecraft:firework_charge, Звёздочка
minecraft:enchanted_book, Зачарованная книга
minecraft:comparator, Компаратор
minecraft:netherbrick, Адский кирпич
minecraft:quartz, Кварц
minecraft:tnt_minecart, Вагонетка с динамитом
minecraft:hopper_minecart, Вагонетка с воронкой
appliedenergistics2:tile.BlockChest, МЭ сундук
appliedenergistics2:tile.BlockInterface, МЭ интерфейс
appliedenergistics2:tile.BlockCellWorkbench, Верстак для ячеек
appliedenergistics2:tile.BlockIOPort, МЭ порт ввода\вывода
appliedenergistics2:tile.BlockCondenser, Конденсатор материи
appliedenergistics2:tile.BlockEnergyAcceptor, Приёмщик энергии
appliedenergistics2:tile.BlockVibrationChamber, Вибрационная камера
appliedenergistics2:tile.BlockQuartzGrowthAccelerator, Ускоритель роста кристаллов
minecraft:iron_horse_armor, Железная конская броня
minecraft:golden_horse_armor, Золотая конская броня
minecraft:diamond_horse_armor, Алмазная конская броня
minecraft:lead, Поводок
minecraft:name_tag, Бирка
minecraft:command_block_minecart, Вагонетка с командным блоком
appliedenergistics2:tile.BlockEnergyCell, Энергетическая ячейка
appliedenergistics2:tile.BlockDenseEnergyCell, Плотная энергетическая ячейка
appliedenergistics2:tile.BlockCreativeEnergyCell, Творческая энергетическая ячейка
appliedenergistics2:tile.BlockCraftingUnit:0, Блок создания
appliedenergistics2:tile.BlockCraftingUnit:1, Блок обработки создания
appliedenergistics2:tile.BlockCraftingStorage:0, 1К хранилище создания
appliedenergistics2:tile.BlockCraftingStorage:1, 4К хранилище создания
appliedenergistics2:tile.BlockCraftingStorage:2, 16К хранилище создания
appliedenergistics2:tile.BlockCraftingStorage:3, 64К хранилище создания
appliedenergistics2:tile.BlockCraftingMonitor:0, Монитор создания
appliedenergistics2:tile.BlockMolecularAssembler, Молекулярный сборщик
appliedenergistics2:tile.BlockLightDetector, Светильник обнаружения света
appliedenergistics2:tile.BlockPaint, tile.appliedenergistics2.BlockPaint.name
appliedenergistics2:tile.SkyStoneStairBlock, Ступеньки из небесного камня
appliedenergistics2:tile.SkyStoneBlockStairBlock, Ступеньки из блока небесного камня
appliedenergistics2:tile.SkyStoneBrickStairBlock, Ступеньки из кирпича небесного камня
appliedenergistics2:tile.SkyStoneSmallBrickStairBlock, Ступеньки из малого кирпича небесного камня
appliedenergistics2:tile.FluixStairBlock, Изменчивые ступеньки
appliedenergistics2:tile.QuartzStairBlock, Ступеньки из истинного кварца
appliedenergistics2:tile.ChiseledQuartzStairBlock, Ступеньки из резного истинного кварца
appliedenergistics2:tile.QuartzPillarStairBlock, Ступеньки из колонны истинного кварца
appliedenergistics2:tile.SkyStoneSlabBlock:0, Sky Stone Slabs
appliedenergistics2:tile.SkyStoneSlabBlock.double:0, Sky Stone Slabs
appliedenergistics2:tile.SkyStoneBlockSlabBlock:0, Sky Stone Block Slabs
appliedenergistics2:tile.SkyStoneBlockSlabBlock.double:0, Sky Stone Block Slabs
appliedenergistics2:tile.SkyStoneBrickSlabBlock:0, Sky Stone Brick Slabs
appliedenergistics2:tile.SkyStoneBrickSlabBlock.double:0, Sky Stone Brick Slabs
appliedenergistics2:tile.SkyStoneSmallBrickSlabBlock:0, Sky Stone Small Brick Slabs
appliedenergistics2:tile.SkyStoneSmallBrickSlabBlock.double:0, Sky Stone Small Brick Slabs
appliedenergistics2:tile.FluixSlabBlock:0, Fluix Slabs
appliedenergistics2:tile.FluixSlabBlock.double:0, Fluix Slabs
appliedenergistics2:tile.QuartzSlabBlock:0, Certus Quartz Slabs
appliedenergistics2:tile.QuartzSlabBlock.double:0, Certus Quartz Slabs
appliedenergistics2:tile.ChiseledQuartzSlabBlock:0, Chiseled Certus Quartz Slabs
appliedenergistics2:tile.ChiseledQuartzSlabBlock.double:0, Chiseled Certus Quartz Slabs
appliedenergistics2:tile.QuartzPillarSlabBlock:0, Certus Quartz Pillar Slabs
appliedenergistics2:tile.QuartzPillarSlabBlock.double:0, Certus Quartz Pillar Slabs
BiomesOPlenty:mud:0, Грязь
BiomesOPlenty:mud:1, Зыбучий песок
BiomesOPlenty:driedDirt, Осушённая земля
BiomesOPlenty:rocks:0, Известняк
BiomesOPlenty:rocks:1, Гладкий известняк
BiomesOPlenty:rocks:2, Алевролит
BiomesOPlenty:rocks:3, Гладкий алевролит
BiomesOPlenty:rocks:4, Глинистый сланец
BiomesOPlenty:rocks:5, Гладкий глинистый сланец
BiomesOPlenty:ash, Пепельный блок
BiomesOPlenty:flesh, Плоть
BiomesOPlenty:plants:0, Мёртвая трава
BiomesOPlenty:plants:1, Пустынная трава
BiomesOPlenty:plants:2, Пустынные ростки
BiomesOPlenty:plants:3, Дюнная трава
BiomesOPlenty:plants:4, Спектральный папоротник
BiomesOPlenty:plants:5, Колючки
BiomesOPlenty:plants:6, Дикий рис
BiomesOPlenty:plants:7, Рогоз
BiomesOPlenty:plants:8, Речной камыш
BiomesOPlenty:plants:12, Крохотный кактус
BiomesOPlenty:plants:13, Иссушающий нарост
BiomesOPlenty:plants:14, Камыш
BiomesOPlenty:plants:15, Корень
BiomesOPlenty:flowers:0, Клевер
BiomesOPlenty:flowers:1, Болотный цветок
BiomesOPlenty:flowers:2, Смертельный блюм
BiomesOPlenty:flowers:3, Светоцвет
BiomesOPlenty:flowers:4, Синяя гортензия
BiomesOPlenty:flowers:5, Оранжевая космея
BiomesOPlenty:flowers:6, Розовый нарцисс
BiomesOPlenty:flowers:7, Дикий цветок
BiomesOPlenty:flowers:8, Фиалка
BiomesOPlenty:flowers:9, Белый анемон
BiomesOPlenty:flowers:10, Кувшинка
BiomesOPlenty:flowers:11, Лотос Края
BiomesOPlenty:flowers:12, Бромелия
BiomesOPlenty:flowers:13, Глазное яблоко
BiomesOPlenty:flowers:15, Белый одуванчик
BiomesOPlenty:flowers2:0, Розовый гибискус
BiomesOPlenty:flowers2:1, Ландыш
BiomesOPlenty:flowers2:2, Пылающий цвет
BiomesOPlenty:flowers2:3, Лаванда
BiomesOPlenty:flowers2:4, Золотарник
BiomesOPlenty:flowers2:5, Колокольчики
BiomesOPlenty:flowers2:6, Шахтёрское наслаждение
BiomesOPlenty:flowers2:7, Ледяной ирис
BiomesOPlenty:flowers2:8, Роза
BiomesOPlenty:stoneFormations:0, Сталагмит
BiomesOPlenty:stoneFormations:1, Сталактит
BiomesOPlenty:mushrooms:0, Поганка
BiomesOPlenty:mushrooms:1, Портобелло
BiomesOPlenty:mushrooms:2, Млечник голубой
BiomesOPlenty:mushrooms:3, Светогриб
BiomesOPlenty:mushrooms:4, Плоский гриб
BiomesOPlenty:mushrooms:5, Теневой гриб
BiomesOPlenty:willow, Ива
BiomesOPlenty:ivy, Плющ
BiomesOPlenty:treeMoss, Древесный мох
